Id,Area,COUNT,MIN,MAX,RANGE,MEAN,STD,SUM,volume,mean_depth,cat_area,dep2catR,Downstream,simu_depth,rain_inten,time_inund,rank,Shape_Leng,Shape_Area,Perimeter,Max_depth,depth_inde,MinBdAr,depConcav,LenLonAx,MBG_Width,MBG_Length,MBG_Orient,Circular,Compact,Elong
507,2133.00000044,2133,2272.95703125,2275.70532227,2.74829101562,2274.62818218,0.84220804771,4851781.9126,2297.54,1.07714,24039,0.0887308,568,0.0955755,0.05,1.91151,506,292,2133,292,2.74829,0.186946,6539.34900367,-2.50305,91.2478,33.4219231646,91.2377465927,133.152389734,0.314366,0.326179,2.72988
508,2730.00000057,2730,2289.37060547,2305.64746094,16.2768554688,2298.6190647,4.69226058353,6275230.04663,19187.5,7.02839,7914,0.344958,0,2.4245,0.05,48.49,586,242,2730,242,16.2769,0.978679,3373.75709896,-4.26007,65.5408,54.8714862201,64.9124025127,8.13010235418,0.58579,0.809187,1.18299
512,563.000000116,563,2309.94580078,2310.27807617,0.33227539063,2310.14685948,0.06373196936,1300612.68188,73.875,0.131217,61147,0.00920732,518,0.00120815,0.05,0.024163,136,224,563,224,0.332275,0.043994,4412.16527553,-2.72469,74.9516,12.7329415622,74.8996562491,78.3663660008,0.141001,0.127602,5.88235
513,615.000000128,615,2272.37670898,2291.15063477,18.7739257812,2280.50312937,5.6027606963,1402509.42456,6548.22,10.6475,42788,0.0143732,568,0.153039,0.05,3.06078,532,116,615,116,18.7739,2.3783,861.864918289,-30.4667,33.1264,26.921454379,29.8318818793,14.036243468,0.57434,0.713569,1.10811
515,202.000000044,202,2314.42163086,2314.75732422,0.33569335938,2314.67136255,0.040535119,467563.615234,17.3643,0.0859619,1389,0.145428,568,0.0125013,0.05,0.250026,345,128,202,128,0.335693,0.0742022,419.196209019,-1.21287,23.1028,18.4615384615,21.6923076922,157.380135052,0.154932,0.481875,1.175
519,1706.00000035,1706,2290.88476562,2296.29125977,5.40649414062,2293.83814235,1.68826148839,3913287.87085,4185.02,2.45312,15722,0.10851,568,0.266189,0.05,5.32378,550,224,1706,224,5.40649,0.411221,3989.00565212,-4.54748,71.2668,33.9882332579,70.659748089,116.565051177,0.427261,0.427676,2.07895
522,1607.00000034,1607,2304.19238281,2304.83374023,0.64135742188,2304.5215061,0.17991102151,3703366.0603,501.76,0.312234,70489,0.0227979,568,0.00711827,0.05,0.142365,284,248,1607,248,0.641357,0.0502622,4466.33598798,-0.731176,75.4103,38.9303707985,74.510918993,84.8055710924,0.328339,0.359803,1.91395
527,1145.00000024,1145,2311.12915039,2319.2746582,8.1455078125,2316.60287233,2.47099156717,2652510.28882,3059.19,2.67178,5691,0.201195,568,0.537549,0.05,10.751,566,180,1145,180,8.14551,0.75625,1596.79996125,-1.33799,45.09,39.2087843105,44.0074713457,69.4439547805,0.444089,0.717059,1.12239
532,3349.0000007,3349,2306.29174805,2316.18237305,9.890625,2312.82127084,3.03853963335,7745638.43604,11256.3,3.36109,10785,0.310524,540,1.0437,0.05,20.874,578,292,3349,292,9.89062,0.536928,4819.89549787,-1.59003,78.3382,63.4615384614,77.3846153847,157.380135052,0.493582,0.694828,1.21939
534,1809.00000037,1809,2316.7409668,2320.26074219,3.51977539062,2318.64227609,1.10999526098,4194423.87744,2927.81,1.61847,6917,0.26153,568,0.423277,0.05,8.46554,559,224,1809,224,3.51978,0.259984,3171.73446852,-1.22222,63.5482,44,60,0,0.453057,0.57035,1.36364
536,20591.0000043,20591,2292.27856445,2316.41040039,24.1318359375,2309.1260284,6.49214768882,47547214.0508,149992,7.28435,254264,0.0809828,568,0.589907,0.05,11.7981,569,858,20591,858,24.1318,0.528325,38971.5096578,-0.468166,222.756,131.593121692,209.130352959,143.378672506,0.35149,0.52836,1.58922
537,9485.00000198,9485,2309.73632812,2310.296875,0.560546875,2310.06622831,0.12039401074,21910978.1755,2187.68,0.230646,29235,0.32444,0,0.0748309,0.05,1.49662,490,588,9485,588,0.560547,0.0180819,18116.5704445,-0.142646,151.877,95.270993781,149.509224608,88.8065105761,0.344741,0.523554,1.5693
540,13107.0000027,13107,2290.57861328,2296.65478516,6.076171875,2295.41675015,1.48932899909,30086027.344200004,16226.9,1.23803,442492,0.0296209,568,0.0366716,0.05,0.733432,439,1302,13107,1302,6.07617,0.166736,74354.405886,-0.530861,307.686,123.434714907,294.032127008,36.7241071729,0.0971608,0.176277,2.38209
541,893.000000183,893,2011.17028809,2012.82080078,1.65051269531,2011.71768964,0.44574500548,1796463.89685,985.078,1.10311,1066,0.837711,568,0.924088,0.05,18.4818,576,146,893,146,1.65051,0.173517,2096.87241103,-2.3561,51.6703,20.5897659417,51.3503801199,82.8749836512,0.526448,0.425872,2.49398
543,234.000000052,234,2313.81982422,2314.15698242,0.33715820313,2314.05122988,0.08689889445,541487.987793,24.7461,0.105753,872,0.268349,528,0.0283786,0.05,0.567572,421,114,234,114,0.337158,0.0692429,744.859411783,-1.92735,30.7959,21.6119980922,29.2213041355,154.440034828,0.226264,0.314153,1.35209
544,1053.00000022,1053,2297.50585938,2302.54638672,5.04052734375,2300.30159691,1.59107877728,2422217.58154,2363.76,2.24479,21379,0.0492539,568,0.110565,0.05,2.2113,515,150,1053,150,5.04053,0.487991,1605.49430399,-3.93732,45.2126,33.8411514198,44.2538133949,130.601294645,0.588106,0.655873,1.30769
545,273.000000058,273,2304.67358398,2308.67626953,4.00268554688,2307.40183579,1.21559356836,629920.701172,347.92,1.27443,1561,0.174888,540,0.222883,0.05,4.45766,545,74,273,74,4.00269,0.761063,353.785808401,-3.32234,21.2239,17,20,90,0.626483,0.771653,1.17647
547,3682.00000077,3682,2319.63842773,2322.70825195,3.06982421875,2320.82746697,0.90387240562,8545286.7334,6925.05,1.88078,32152,0.114519,540,0.215385,0.05,4.3077,543,292,3682,292,3.06982,0.158935,5220.01546564,-1.8403,81.525,64.8015410776,81.5191800276,24.4439547803,0.54266,0.705362,1.25798
548,17685.0000037,17685,2306.52197266,2309.57958984,3.0576171875,2308.47819275,0.82835195111,40825436.8389,19478.2,1.1014,119082,0.148511,525,0.16357,0.05,3.2714,534,824,17685,824,3.05762,0.0722322,41264.73648520001,-0.325304,229.216,111.119417174,225.05512128,22.5205656029,0.327311,0.428574,2.02534
549,4447.00000092,4447,2296.69702148,2310.75683594,14.0598144531,2304.74259393,4.53506262281,10249190.3152,26745.3,6.01423,10550,0.421517,554,2.5351,0.05,50.702,587,328,4447,328,14.0598,0.662362,7481.05389865,-2.04745,97.597,66.4958645329,92.572674154,147.528807709,0.519433,0.594435,1.39216
550,829.000000173,829,2315.4152832,2328.81884766,13.4035644531,2323.28191734,3.86030056996,1926000.70947,4590.12,5.53694,3270,0.253517,540,1.40371,0.05,28.0742,582,138,829,138,13.4036,1.46249,1301.04160145,-9.75513,40.7006,28,39,0,0.547024,0.637182,1.39286
551,3607.00000075,3607,2310.91601562,2313.92797852,3.01196289062,2312.92762811,0.74215154002,8342729.95459,3608.26,1.00035,50618,0.0712592,549,0.0712841,0.05,1.42568,487,312,3607,312,3.01196,0.157553,5992.53693026,-0.735792,87.3495,54.2562775076,87.3194475028,35.2175929683,0.465636,0.601915,1.60939
552,4130.00000086,4130,2294.92944336,2298.65039062,3.72094726562,2296.74391416,1.07038664721,9485552.36548,7873.75,1.90648,14612,0.282644,0,0.538855,0.05,10.7771,567,312,4130,312,3.72095,0.181898,7335.81358264,-1.37094,96.645,57.8696811811,96.1332408688,18.434948823,0.533152,0.562991,1.6612
554,21952.0000046,21952,2300.35522461,2308.09619141,7.74096679688,2306.29420688,1.44595867789,50627770.42939999,39557.2,1.80199,107409,0.204378,556,0.368286,0.05,7.36572,554,890,21952,890,7.74097,0.164138,49912.1071634,-0.457453,252.091,146.937204562,247.705766028,123.470964275,0.34826,0.439813,1.68579
555,854.000000181,854,2316.16503906,2318.01171875,1.8466796875,2317.020583,0.57589175516,1978735.57788,846.43,0.991136,18229,0.0468484,554,0.0464332,0.05,0.928664,459,144,854,144,1.84668,0.198524,1201.17666753,-2.54918,39.1074,33,35,90,0.517539,0.71097,1.06061
556,1845.00000039,1845,2302.23754883,2305.76586914,3.5283203125,2304.09358843,1.09708463116,4251052.67065,3085.36,1.67228,13536,0.136303,557,0.227937,0.05,4.55874,547,218,1845,218,3.52832,0.258059,3265.94440323,-2.13008,64.4851,41.602514717,64.3452227622,123.690067526,0.487858,0.564921,1.54667
557,4615.00000096,4615,2275.02416992,2295.25366211,20.2294921875,2286.56177705,5.74173440332,10552482.6011,40113.1,8.6919,77115,0.0598457,558,0.520172,0.05,10.4034,565,312,4615,312,20.2295,0.935512,5249.99324599,-3.35536,81.7588,74.3715256492,78.7030064674,175.030259272,0.595761,0.879049,1.05824
558,646.000000132,646,2294.3449707,2294.78369141,0.43872070313,2294.57751087,0.10091350837,1482297.07202,133.193,0.206181,11080,0.0583032,573,0.012021,0.05,0.24042,341,160,646,160,0.438721,0.0542278,2189.59589919,-1.01548,52.8004,18.8188770664,52.6123080638,66.2505055069,0.317105,0.295032,2.79572
559,410.000000086,410,1978.48474121,1979.8125,1.32775878906,1979.25156994,0.35389368316,811493.143677,229.981,0.560929,102723,0.00399132,568,0.00223885,0.05,0.044777,184,144,410,144,1.32776,0.206005,1205.22924856,-6.92927,39.1733,23.5910513738,38.8794268999,66.3706222692,0.248467,0.340184,1.64806
560,945.000000197,945,2300.41552734,2309.51928711,9.10375976562,2306.05235667,2.48951616234,2179219.47705,3276.25,3.46693,23978,0.0394111,573,0.136636,0.05,2.73272,525,150,945,150,9.10376,0.930368,1294.97500152,-5.97778,40.6056,32.3184776871,39.2122429862,124.695153532,0.527788,0.729744,1.21331
561,286.000000058,286,1999.45935059,2000.42443848,0.96508789063,2000.20316811,0.16471040442,572058.106079,63.2833,0.22127,165244,0.00173077,559,0.000382969,0.05,0.00765938,65,126,286,126,0.965088,0.179281,1002.1249079,-4.26923,35.7204,21.9650071355,35.1047881897,78.6900675261,0.226378,0.285394,1.59821
564,446.000000095,446,2000.31774902,2001.69567871,1.3779296875,2001.29230722,0.27444229008,892576.369019,179.904,0.403372,104386,0.0042726,582,0.00172345,0.05,0.034469,163,142,446,142,1.37793,0.204979,1318.37550383,-3.24888,40.9708,26.2048171696,39.3961561291,101.976132444,0.277951,0.338295,1.50339
571,4329.0000009,4329,2319.18383789,2320.35717773,1.17333984375,2319.88866781,0.27750384695,10042798.043,2028.18,0.46851,309984,0.0139652,573,0.00654285,0.05,0.130857,272,420,4329,420,1.17334,0.0560248,8381.5438579,-0.593902,103.304,67.4551718943,102.691968886,131.009086902,0.308389,0.516492,1.52237
574,2593.00000054,2593,2327.43334961,2328.25244141,0.81909179688,2327.8275855,0.21658089634,6036056.9292,1101.65,0.424855,49182,0.0527225,571,0.0223995,0.05,0.44799,395,270,2593,270,0.819092,0.0505337,4552.00258417,-0.559198,76.1301,47.2420349062,74.3484556271,130.855376259,0.446977,0.569639,1.57378
575,289.00000006,289,2335.75732422,2336.1184082,0.36108398438,2335.910876,0.0823207695,675078.243164,59.9768,0.207532,21133,0.0136753,567,0.00283806,0.05,0.0567612,205,114,289,114,0.361084,0.0667282,1112.46231235,-4.3218,37.6355,11.669768856,37.6429509017,50.5275401514,0.279446,0.259784,3.22568
576,888.000000185,888,2019.13549805,2021.52587891,2.39038085938,2020.49152972,0.6566523528,1794196.47839,918.502,1.03435,143704,0.00617937,582,0.00639162,0.05,0.127832,269,182,888,182,2.39038,0.252006,2622.96159884,-3.69482,57.7898,28.2842712475,55.8614357137,135,0.336884,0.338549,1.975
586,208.000000043,208,1926.83837891,1927.1829834,0.34460449219,1927.05189279,0.07315190139,400826.793701,27.2668,0.13109,112041,0.00185646,588,0.000243364,0.05,0.00486728,48,100,208,100,0.344604,0.0750652,625.710983024,-2.49519,28.2255,12.5394807979,26.7176437457,175.91438322,0.261381,0.332422,2.13068
